project_id	publication_id	project_number	publication_number	title	description	publication_date	publication_type	project_type	project_subtype	contracting_authority	canton	city	postal_code	country	submission_deadline	process_type	lots_type	estimated_amount	estimated_currency	award_decision_date	number_of_submissions	winner_name	winner_city	winner_canton	winner_postal_code	winner_country	award_amount	award_currency	award_vat_type	cpv_code	additional_cpv_codes	bkp_codes	ebkph_codes	ebkpt_codes	npk_codes	order_type	construction_type	construction_category	creation_language	created_at	updated_at	interessant_vorhersage	interessant_wahrscheinlichkeit	keyword_match_score
d5e39877-e9aa-441b-b943-fc5cde29a655	9ae3ac4a-b5f0-4110-bc74-2f5f309d3c27	21145	21145-01	Automatisiertes System zur Langzeitlagerung von biologischen Proben bei - 80 °C und - 20 °C	Beschaffung eines automatisierten Systems zur Langzeitlagerung von biologischen Proben bei - 80 °C und - 20 °C (Projekt Biobanking)Die Beschaffung beinhaltet das Engineering, die Herstellung, Lieferung, Montage, Inbetriebnahme, Schulung des Personals sowie Wartungs- und Serviceleistungen.	2025-12-11T00:00:00	tender	tender	supply	Bundesamt für Rüstung armasuisse	FR	Posieux	1725	CH	2026-02-09T23:59:00	open	without													{'code': '42513000', 'label': {'de': 'Kühl- und Tiefkühlvorrichtungen', 'en': 'Refrigerating and freezing equipment', 'fr': 'Matériel de réfrigération et de congélation', 'it': 'Apparecchi di refrigerazione e congelazione'}}						supply			de	2025-12-11T11:33:05.46926	2025-12-11T12:12:09.686774	1	1.0	0.0
a24ae639-d5d2-4089-a82a-2440bbb34c17	a868406a-161c-4e69-8f76-8c5441c86c37	25716	25716-04	Depotneubau inkl. Umbau Bahnhof Bätterkinden (BKP 211 Baumeisterarbeiten)	Der Regionalverkehr Bern Solothurn RBS plant in Bätterkinden den Bau einer Unterhalts- und Abstellanlage (Depot). Dieser Depotneubau ersetzt künftig die Anlagen in Solothurn und Worblaufen. Im Osten der geplanten Depotanlage befindet sich der bestehende Bahnhof Bätterkinden. Dieser soll im Zuge der Errichtung des Depots ebenfalls umgebaut werden. Des Weiteren werden die Aussenanlagen um das Depot z.B. als Abstell- und Dispositionsanlage neu gebaut. RBS beabsichtigt für den Depotneubau, den Umbau des Bahnhofs und der Abstellanlage die Baumeisterarbeiten zu beschaffen. Details sind dem Werkvertrag mit seinen Anhängen zu entnehmen.	2025-12-11T00:00:00	tender	tender	construction	Regionalverkehr Bern-Solothurn AG (RBS)	BE	Bätterkinden	3315	CH	2026-01-26T23:55:00	open	without													{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}		"[{'code': '201.0', 'label': {'de': 'Baustelleneinrichtung', 'en': 'Site facilities', 'fr': 'Installations de chantier', 'it': 'Impianto di cantiere'}}, {'code': '201.1', 'label': {'de': 'Erdarbeiten', 'en': 'Earthwork', 'fr': 'Terrassements', 'it': 'Movimenti di terra'}}, {'code': '211', 'label': {'de': 'Baumeisterarbeiten', 'en': ""Builder's work"", 'fr': ""Travaux de l'entreprise de maçonnerie"", 'it': 'Opere da impresario costruttore'}}, {'code': '212', 'label': {'de': 'Montagebau in Beton, vorgefertigtem Mauerwerk', 'en': 'Precast concrete and prefabricated masonry construction', 'fr': 'Construction préfabriquée en béton et en maçonnerie', 'it': 'Costruzioni in elementi prefabbricati di calcestruzzo e di muratura'}}, {'code': '301', 'label': {'de': 'Baugrubenaushub', 'en': 'Basement excavation', 'fr': 'Fouilles en pleine masse', 'it': 'Scavo generale'}}, {'code': '40', 'label': {'de': 'Terraingestaltung', 'en': 'Site contouring', 'fr': 'Mise en forme du terrain', 'it': 'Sistemazione del terreno'}}, {'code': '411.1', 'label': {'de': 'Gerüste', 'en': 'Scaffolding', 'fr': 'Echafaudages', 'it': 'Ponteggi'}}, {'code': '411.2', 'label': {'de': 'Böschungs- und Uferverbauungen', 'en': 'Slope and shore/bank improvements', 'fr': 'Consolidation de berges et de talus', 'it': 'Consolidamento di scarpate e di argini'}}, {'code': '411.3', 'label': {'de': 'Baumeisteraushub', 'en': 'Trench and minor excavations', 'fr': 'Fouilles isolées et fouilles en rigole', 'it': 'Scavi parziali'}}, {'code': '411.4', 'label': {'de': 'Kanalisationen ausserhalb Gebäude', 'en': 'Drains outside building and within site boundary', 'fr': 'Canalisations à l’extérieur du bâtiment', 'it': ""Canalizzazioni all'esterno dell'edificio""}}, {'code': '411.5', 'label': {'de': 'Beton- und Stahlbetonarbeiten', 'en': 'Plain and reinforced concrete works', 'fr': 'Béton et béton armé', 'it': 'Opere di calcestruzzo non armato e armato'}}, {'code': '411.6', 'label': {'de': 'Maurerarbeiten', 'en': 'Masonry', 'fr': 'Travaux de maçonnerie', 'it': 'Opere murarie'}}, {'code': '411.7', 'label': {'de': 'Instandsetzungsarbeiten', 'en': 'Repair works', 'fr': ""Travaux d'entretien"", 'it': 'Lavori di ripristino'}}, {'code': '411.8', 'label': {'de': 'Witterungsbedingte Massnahmen', 'en': 'Weather-related measures', 'fr': 'Mesures liées aux conditions météorologiques', 'it': 'Misure dipendenti dalle condizioni atmosferiche'}}, {'code': '421', 'label': {'de': 'Gärtnerarbeiten', 'en': 'Gardening works', 'fr': 'Travaux de jardinage', 'it': 'Opere da giardiniere'}}, {'code': '425', 'label': {'de': 'Stützmauern', 'en': 'Retaining walls', 'fr': 'Murs de soutènement', 'it': 'Muri di sostegno'}}, {'code': '461', 'label': {'de': 'Erd- und Unterbau', 'en': 'Earthwork and formation', 'fr': 'Terrassements', 'it': 'Movimenti di terra, opere di sottostruttura'}}, {'code': '463', 'label': {'de': 'Oberbau', 'en': 'Pavement, trackbed, track and the like', 'fr': 'Travaux de superstructure (chaussées, voies)', 'it': 'Opere di soprastruttura'}}, {'code': '464', 'label': {'de': 'Entwässerung', 'en': 'Drainage', 'fr': 'Assainissements (drainage)', 'it': 'Smaltimento delle acque'}}, {'code': '465', 'label': {'de': 'Werkleitungen und Kanalisationen', 'en': 'Utility mains and sewers', 'fr': 'Conduites de réseaux, canalisations', 'it': 'Condotte industriali, canalizzazioni'}}, {'code': '471', 'label': {'de': 'Baugrube', 'en': 'Excavation', 'fr': 'Excavation', 'it': 'Fossa'}}, {'code': '472', 'label': {'de': 'Tragkonstruktionen', 'en': 'Structural works', 'fr': 'Structures porteuses', 'it': 'Costruzioni portanti'}}, {'code': '473', 'label': {'de': 'Oberbau', 'en': 'Pavement, trackbed, track and the like', 'fr': 'Travaux de superstructure (chaussées, voies)', 'it': 'Opere di soprastruttura'}}, {'code': '474', 'label': {'de': 'Entwässerung', 'en': 'Drainage', 'fr': 'Assainissements (drainage)', 'it': 'Smaltimento delle acque'}}, {'code': '475', 'label': {'de': 'Werkleitungen und Kanalisationen', 'en': 'Utility mains and sewers', 'fr': 'Conduites de réseaux, canalisations', 'it': 'Condotte industriali, canalizzazioni'}}]"		[{'code': 'L 2.1', 'label': {'de': 'Baustellenerschliessung', 'en': 'Site access, on-site areas', 'fr': 'Dessertes de chantier', 'it': 'Accesso al cantiere'}}, {'code': 'L 2.2', 'label': {'de': 'Versorgung, Entsorgung', 'en': 'Utilities, disposal', 'fr': 'Alimentation et élimination', 'it': 'Approvvigionamento, smaltimento'}}, {'code': 'M 1.1', 'label': {'de': 'Abholzung, Rodung', 'en': 'Tree felling, vegetation clearance', 'fr': 'Défrichements', 'it': 'Taglio e sradicamento di alberi'}}, {'code': 'M 1.2', 'label': {'de': 'Bodenabtrag', 'en': 'Soil stripping', 'fr': 'Décapage de sols', 'it': 'Sterro'}}, {'code': 'M 1.3', 'label': {'de': 'Aushub', 'en': 'Mass excavation', 'fr': 'Excavations', 'it': 'Scavo'}}, {'code': 'M 1.4', 'label': {'de': 'Aushub Graben', 'en': 'Trench excavation', 'fr': 'Fouilles en tranchée', 'it': 'Scavo di trincee'}}, {'code': 'M 1.6', 'label': {'de': 'Hinterfüllung', 'en': 'Backfilling', 'fr': 'Remblayages derrière les ouvrages', 'it': 'Riempimento dietro manufatti'}}, {'code': 'M 1.7', 'label': {'de': 'Grabenfüllung', 'en': 'Trench filling', 'fr': 'Comblements de tranchées', 'it': 'Riempimento di trincee'}}, {'code': 'M 1.8', 'label': {'de': 'Wasserhaltung', 'en': 'Dewatering', 'fr': 'Epuisement des eaux', 'it': 'Smaltimento delle acque'}}, {'code': 'M 3.2', 'label': {'de': 'Materialtrennung', 'en': 'Material separation', 'fr': 'Tri de matériaux contaminés', 'it': 'Selezione del materiale'}}, {'code': 'M 3.3', 'label': {'de': 'Behandlung kontaminiertes Material', 'en': 'Contaminated material treatment', 'fr': 'Traitement de matériaux pollués', 'it': 'Trattamento del materiale contaminato'}}, {'code': 'M 3.5', 'label': {'de': 'Deponie', 'en': 'Landfill disposal', 'fr': 'Décharges', 'it': 'Discarica'}}, {'code': 'M 4.1', 'label': {'de': 'Baugrubenabschluss', 'en': 'Basement retaining structures', 'fr': 'Enceintes de fouilles', 'it': 'Opera di sostegno della fossa di scavo'}}, {'code': 'M 5.2', 'label': {'de': 'Bodenaustausch', 'en': 'Soil replacement', 'fr': 'Echanges de matériaux de sol', 'it': 'Sostituzione di materiale'}}, {'code': 'M 5.3', 'label': {'de': 'Bodenverdichtung', 'en': 'Soil compaction', 'fr': 'Compactage du sol', 'it': 'Compattazione del terreno'}}, {'code': 'M 5.4', 'label': {'de': 'Bodenverfestigung', 'en': 'Soil stabilization', 'fr': 'Consolidations du sol', 'it': 'Consolidamento del terreno'}}, {'code': 'M 7.1', 'label': {'de': 'Bodenauftrag', 'en': 'Soil placement', 'fr': 'Apports de matériaux', 'it': 'Riporto'}}, {'code': 'M 7.2', 'label': {'de': 'Rekultivierung', 'en': 'Recultivation', 'fr': 'Remise en culture', 'it': 'Ricoltivazione'}}, {'code': 'M 7.3', 'label': {'de': 'Aufforstung', 'en': 'Afforestation', 'fr': 'Reboisements', 'it': 'Rimboschimento'}}, {'code': 'O 1.2', 'label': {'de': 'Einzelfundament, Streifenfundament', 'en': 'Pad foundations, strip foundations', 'fr': 'Massifs de fondation, semelles filantes', 'it': 'Fondazione singola, fondazione continua'}}, {'code': 'O 2.1', 'label': {'de': 'Wand', 'en': 'Walls', 'fr': 'Murs', 'it': 'Parete'}}, {'code': 'O 2.2', 'label': {'de': 'Stütze', 'en': 'Columns', 'fr': 'Piliers', 'it': 'Pilastro'}}]	"[{'code': '100', 'label': {'de': 'Vorbereitung, Spezialtiefbau, Instandsetzung, Umgebung', 'en': 'Enabling, special foundation and geotechnical, repair and external works', 'fr': 'Travaux préparatoires, génie civil, entretien, aménagement', 'it': 'Preparazione, messa in  sicurezza, ripristino, lavori esterni'}}, {'code': '210', 'label': {'de': 'Erdbauarbeiten', 'en': 'Ground engineering', 'fr': 'Terrassements', 'it': 'Movimenti di terra'}}, {'code': '220', 'label': {'de': 'Oberbauarbeiten', 'en': 'Pavements and permanent ways', 'fr': 'Superstructures', 'it': 'Opere di soprastruttura'}}, {'code': '230', 'label': {'de': 'Trasseebau: Entwässerung, Kanalisation, Leitungsarbeiten', 'en': 'Lines and routes: drainage/sewer systems and utility lines', 'fr': 'Voies de circulation: Assainissement, canalisation, conduites', 'it': 'Opere per lo smaltimento delle acque'}}, {'code': '241', 'label': {'de': 'Ortbetonbau', 'en': 'In-situ concrete construction', 'fr': 'Constructions en béton coulé sur place', 'it': 'Opere di calcestruzzo eseguite sul posto'}}, {'code': '281', 'label': {'de': 'Fahrzeug-Rückhaltesysteme und Geländer', 'en': 'Vehicle restraint systems and guard rails', 'fr': 'Dispositifs routiers de retenue', 'it': 'Barriere di sicurezza stradali'}}, {'code': '282', 'label': {'de': 'Signalisierung: Strassensignale', 'en': 'Signs and signals: road signs', 'fr': 'Signalisation: Signaux routiers', 'it': 'Segnaletica stradale: Segnali'}}, {'code': '286', 'label': {'de': 'Markierung auf Verkehrsflächen', 'en': 'Markings for traffic areas', 'fr': 'Marquages', 'it': 'Segnaletica stradale: Demarcazioni'}}, {'code': '310', 'label': {'de': 'Baumeisterarbeiten', 'en': ""Builder's work"", 'fr': 'Maçonnerie', 'it': 'Opere da impresario costruttore'}}]"	construction	execution	civil_engineering	de	2025-12-11T11:33:05.46926	2025-12-11T12:12:09.686774	1	1.0	0.0
03f131d8-fd62-47f0-a5d3-781a256b4d37	1ea8b36c-a58a-4be8-9948-856b7419af17	26156	26156-02	EBP-530_UW Wankdorf Erneuerung - Anlagen	Beschaffung Planer Anlagen für die Hoch-, Mittelspannungsanlagen inkl. Schutz-, Steuer- und Leitsysteme SIA Phase 31 bis 53: Engineering und Ausführungsbegleitung der energietechnischen Elektroanlagen für das neue UW Wankdorf&nbsp;Detaillierte Ausgangslage:&nbsp;Das Unterwerk Wankdorf liegt eingebettet zwischen den von Bern nach Zollikofen und Gümligen führenden Eisenbahnlinien und der unmittelbar angrenzen Stauffacherstrasse im Osten der Stadt Bern. Das seit anfangs der 70er Jahre bestehende UW hat das Lebensende erreicht und muss komplett ersetzt werden. Aufgrund der in Machbarkeitsstudien erarbeiteten Lösungen ist ein Projekt auszuarbeiten und zu realisieren. Es gilt einen Neubau zu erstellen, um die modernen Umspannanlagen unterzubringen. Nach vollständig erfolgter Inbetriebsetzung vom neuen Unterwerk wird die alte Anlage und das alte Gebäude vollständig zurückgebaut. Neben dieser vorliegenden Ausschreibung werden die Leistungen für Architektur, Tragwerk und Gebäudetechnik separat in einem Beschaffungsverfahren vergeben.&nbsp;Beschaffungsgegenstand:&nbsp;Die vorliegende Ausschreibung beinhaltet die Planerleistungen der energietechnischen Elektroanlagen, wie Hoch-, Mittelspannungsanlagen, Schutz-, Steuer- und Leitsystemanlagen, Rundsteuerung, Erdschlussmessung, Eigenbedarf. Dazu gehören auch die Netzbauarbeiten für die Umlegung der Kabelanlagen von den bisherigen zu den neuen Anlagen. Die Leistungen umfassen die Projektierung, Dimensionierung, Vorbereiten der Bewilligungsunterlagen, die Ausführungsplanung, das Erstellen der Ausschreibungsunterlagen, die Ausführungsbegleitung, Inbetriebsetzung der Anlagen, Abnahmen und Rückbau der bestehenden Anlagen. Der Leitungsbereich umfasst die SIA-Phasen 31-53, wobei die SIA-Phasen einzeln abgerufen werden. Das Projekt ist vollständig mit BIM abzuwickeln.&nbsp;	2025-12-11T00:00:00	tender	tender	construction	Energie Wasser Bern	BE	Bern	3001	CH	2025-12-17T23:45:00	open	without													{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}	"[{'code': '71000000', 'label': {'de': 'Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen', 'en': 'Architectural, construction, engineering and inspection services', 'fr': ""Services d'architecture, services de construction, services d'ingénierie et services d'inspection"", 'it': 'Servizi architettonici, di costruzione, ingegneria e ispezione'}}]"					construction	planning_and_execution	civil_engineering	de	2025-12-11T11:33:05.46926	2025-12-11T12:12:09.686774	1	1.0	0.0
dc5c27f0-b4b3-490c-8cfc-a85d7ddea221	b761c952-7872-4217-8553-eba937946ab1	25441	25441-01	Strassenmarkierungsarbeiten 2026-2027 - OIKI Oberland / OIKII Bern Mittelland / OIKIII Seeland/Berner Jura / OIKIV Emmental/Oberaargau	Markierungsarbeiten auf den Kantonsstrassen des Kantons Bern für die Jahre 2026 / 2027.	2025-12-08T00:00:00	tender	tender	construction	Tiefbauamt des Kantons Bern					2026-01-22T23:59:00	open	with													{'code': '45233221', 'label': {'de': 'Strassenmarkierungsarbeiten', 'en': 'Road-surface painting work', 'fr': 'Travaux de marquage routier', 'it': 'Lavori di verniciatura della segnaletica orizzontale'}}						construction			de	2025-12-08T18:51:23.598075	2025-12-11T12:12:09.686774	1	1.0	0.0
978fd10c-a497-49e1-bb64-051e17b12548	6145bcf8-dc65-4ab2-893f-c98340bab1cd	25430	25430-01	Sanierung Mehrfamilienhäuser Schlösslistrasse 9-15, 3008 Bern - Generalplanerleistungen	Generalplanerteam (Architekt, Bauingenieur, HLKSE Ingenieure) arbeitet in mehreren Schritten, in Zusammenarbeit mit den Spezialisten und der Bauherrschaft, ein optimales Sanierungsprojekt für die Liegenschaft aus und setzt dieses mit den von der Bauherrschaft beauftragten Unternehmer um.	2025-10-23T00:00:00	tender	tender	service	Burgergemeinde Bern	BE	Bern	3008	CH	2026-01-16T17:00:00	selective	without													"{'code': '71000000', 'label': {'de': 'Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen', 'en': 'Architectural, construction, engineering and inspection services', 'fr': ""Services d'architecture, services de construction, services d'ingénierie et services d'inspection"", 'it': 'Servizi architettonici, di costruzione, ingegneria e ispezione'}}"	"[{'code': '71200000', 'label': {'de': 'Dienstleistungen von Architekturbüros', 'en': 'Architectural and related services', 'fr': ""Services d'architecture"", 'it': 'Servizi architettonici e servizi affini'}}, {'code': '71300000', 'label': {'de': 'Dienstleistungen von Ingenieurbüros', 'en': 'Engineering services', 'fr': ""Services d'ingénierie"", 'it': 'Servizi di ingegneria'}}]"	[{'code': '29', 'label': {'de': 'Honorare', 'en': 'Professional fees', 'fr': 'Honoraires', 'it': 'Onorari'}}]				service			de	2025-11-13T19:20:46.803962	2025-12-11T12:12:10.454297	1	1.0	0.0
07b37522-960c-4a38-b0a7-e78d269ce057	7b088619-3815-4618-9678-0c591ae202f2	20553	20553-01	Gemeinde Vorderthal, Sanitärarbeiten Sammelbrunnenstube und Ableitung	- Lieferung und Montage der Trinkwasserleitung&nbsp;- Metallbauarbeiten	2025-07-19T00:00:00	tender	tender	construction	Gemeinde Vorderthal (uli lippuner ag)	SZ	Vorderthal	8857	CH	2025-08-15T15:00:00	open	without													"{'code': '44162500', 'label': {'de': 'Trinkwasserrohrleitungen', 'en': 'Drinking-water piping', 'fr': ""Conduites d'eau potable"", 'it': 'Tubazioni per acqua potabile'}}"						construction	execution	civil_engineering	de	2025-11-21T14:57:20.320581	2025-12-11T12:12:11.083532	1	1.0	0.0
70a9173e-a8f1-45b4-9b8b-4bfbcba210a1	2b5b8788-20f7-4a45-8bd3-40cdcebfc1ba	24416	24416-01	Uetikon am See, Seestrasse, BGK Seestrasse West (CU-Areal), zh/ta	gemäss Ausschreibungsunterlagen	2025-10-06T00:00:00	tender	tender	service	Tiefbauamt, Abt. Projektieren und Realisieren	ZH	Uetikon am See	8707	CH	2025-11-07T10:00:00	open	without													"{'code': '71300000', 'label': {'de': 'Dienstleistungen von Ingenieurbüros', 'en': 'Engineering services', 'fr': ""Services d'ingénierie"", 'it': 'Servizi di ingegneria'}}"						service			de	2025-11-13T19:20:47.563982	2025-12-11T12:12:10.454297	1	1.0	0.0
9a4632ad-6112-4592-b044-0747e743d487	f4ae56b1-5d76-4051-b535-941da7ffb204	21924	21924-01	Common Data Environment für Projekt Informationsmodell (BIM CDE PIM)	Die Baudirektion des Kantons Zürich führt im Rahmen des Programms BIM@BD die Methode Building Information Modeling (BIM) über die Ämter ARE, TBA, HBA und IMA ein.Ziel ist es, die Bau- und Bewirtschaftungsprozesse durch die digitale Durchgängigkeit von Daten und Dokumenten über alle Lebenszyklusphasen effizienter zu gestalten und die Qualität und Vollständigkeit von Daten zu erhöhen.Im Rahmen des Stufenmodells (Stufe 1) des Programms ist die Beschaffung einer modernen BIM CDE (Common Data Environment = Umgebung für die Zusammenarbeit mit Daten) mit einem Schwerpunkt auf Nutzerakzeptanz und Wirtschaftlichkeit vorgesehen.Die BIM CDE bildet die Softwarelösung zur Abbildung der digitalisierten Prozesse für die Zusammenarbeit mit strukturierten Bauwerksinformationen. Sie ermöglicht den geführten Austausch von Daten während der Planungs- und der Bauphase und deren Übertragung in die bestehenden Umsysteme für den Immobilienbetrieb.Die BIM CDE ist als Zusammenspiel zweier Softwarelösungen konzipiert:1.&nbsp;&nbsp;&nbsp;Die BIM CDE PIM (Projekt Informationsmodell) dient dem Daten- und Informationsaustausch der Ämter mit externen Projektteams in laufenden Projekten. Entsprechend ist hier mit einer Vielzahl von Usern mit unterschiedlichen fachlichen Hintergründen zu rechnen, was eine einfache und intuitive Benutzungsführung erforderlich macht. Die BIM CDE PIM bietet Funktionalitäten, die für die Umsetzung von BIM Anwendungsfällen notwendig sind.Die BIM CDE PIM ist Gegenstand der vorliegenden Ausschreibung.2.&nbsp;&nbsp;&nbsp;Die BIM CDE DIP (Daten Integrationsplattform) ist als Expertensystem konzipiert und wird ausschliesslich von internen, geschulten Fachpersonen genutzt. Die Lösung dient der Abholung der Projektdaten aus der BIM CDE PIM und deren Aufbereitung für die Übertragung in die bestehenden Zielsysteme der Baudirektion.Die Beschaffung der BIM CDE DIP ist für das Jahr 2026 vorgesehen und ist nicht Bestandteil dieser Ausschreibung.Zwei LoseDie vorliegende Ausschreibung BIM CDE PIM ist in zwei Lose aufgeteilt.-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Los 1 CDE PIM optimal nutzbar für Hochbauprojekte-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Los 2 CDE PIM optimal nutzbar für TiefbauprojekteEs ist erwünscht, dass Anbieter je ein Angebot auf beide Lose einreichen. Ziel ist, eine gemeinsame BIM CDE-Lösung für Hochbau und Tiefbau zu finden. Für die resultierende Synergie stellt die Bewertung Zusatzpunkte bereit.Jedoch besteht auch die Möglichkeit, zwei unterschiedliche Produkte zu bezuschlagen.Das Evaluationsverfahren erfolgt – vereinfacht beschrieben – in drei Schritten.In einem ersten Schritt werden alle eingereichten Angebote daraufhin geprüft, ob sie die generellen Teilnahmevoraussetzungen erfüllen. Angebote, welche diese Voraussetzungen nicht erfüllen, werden vom weiteren Verfahren ausgeschlossen.Im zweiten Schritt erfolgt die Bewertung der verbleibenden Angebote anhand der definierten Eignungskriterien und der Zuschlagskriterien. Auf dieser Grundlage wird eine vorläufige Rangfolge erstellt.Im dritten Schritt werden diejenigen Angebote umfassend geprüft und bewertet, welche auf Basis der vorläufigen Bewertung rechnerisch noch eine realistische Chance auf den Zuschlag haben. Diese vertiefte Prüfung umfasst einen PoC (Proof of Concept) und daran anschliessend eine Produktpräsentation durch den Anbieter. Die für den PoC eingeladenen Anbieter erhalten ein Paket mit Testdaten, mit denen sie ihre Lösung konfigurieren und einer Auswahl an Testusern zum Live-Test zur Verfügung stellen. In der nachgelagerten Produktpräsentation liegen dann bereits erste Erfahrungswerte, Feedback zum ersten Eindruck und zur Benutzerfreundlichkeit vor und können mit dem Anbieter im Frageteil thematisiert werden. Dieser Ablauf ist bewusst gewählt, da eine intuitive Benutzbarkeit für die BIM CDE PIM enorm wichtig ist.Die Ergebnisse werden zu einer Gesamtbewertung zusammengefasst.Option «Datenklassifikation vertraulich»Besondere Beachtung ist den Anforderungen an die Informationssicherheit zu schenken. Die angebotene Lösung muss mindestens die Anforderungen der Datenklassifizierung «intern» erfüllen. Werden zusätzlich die Anforderungen für die Nutzung für Daten der Datenklassifizierung «vertraulich» erfüllt, erhält der Anbieter Zusatzpunkte.Weitere Informationen siehe Lastenheft.	2025-08-21T00:00:00	tender	tender	service	Generalsekretariat, P+I					2025-10-10T16:00:00	open	with													"{'code': '72510000', 'label': {'de': 'Mit der Datenverarbeitung verbundene Verwaltungsdienste', 'en': 'Computer-related management services', 'fr': ""Services de gestion relatifs à l'informatique"", 'it': ""Servizi di gestione connessi all'informatica""}}"						service			de	2025-11-21T14:57:20.320581	2025-12-11T12:12:11.083532	1	1.0	0.0
d7c4cd8f-21b6-43fc-9448-634a9b4f3664	449f0b38-4917-4200-8bb1-71e75c3ab4bb	21755	21755-01	BKP 244 Lüftung	Neubau Senioren- / Spitexzentrum Verahus und Alterswohnungen, BalgachBKP 244 Lüftung	2025-08-21T00:00:00	tender	tender	construction	Politische Gemeinde Balgach (Ralbau AG)					2025-10-01T16:00:00	open	with													{'code': '45215213', 'label': {'de': 'Bau von Pflegeheimen', 'en': 'Nursing home construction work', 'fr': 'Travaux de construction de centres de soins', 'it': 'Lavori di costruzione di case di cura'}}						construction			de	2025-11-21T14:57:20.320581	2025-11-21T14:57:20.320581	1	1.0	0.0
11871a26-10d3-4324-a69e-b0e43b3c836e	527d9de8-93c5-4463-8452-4855b807cae8	21758	21758-01	BKP 250 Sanitär	Neubau Senioren- / Spitexzentrum Verahus und Alterswohnungen, BalgachBKP 250 Sanitär	2025-08-21T00:00:00	tender	tender	construction	Politische Gemeinde Balgach (Ralbau AG)					2025-10-01T16:00:00	open	with													{'code': '45215213', 'label': {'de': 'Bau von Pflegeheimen', 'en': 'Nursing home construction work', 'fr': 'Travaux de construction de centres de soins', 'it': 'Lavori di costruzione di case di cura'}}						construction			de	2025-11-21T14:57:20.320581	2025-11-21T14:57:20.320581	1	1.0	0.0
