"project_id","publication_id","publication_date","pub_type","title","description","cpv","bkp","npk","oag","ebkp-h","ebkp-t","country","canton","city","project_type","process_type","order_type","award_criteria","qualification_criteria","submission_deadline","estimated_value","award_value","proc_office_name"
"9c3e513e-545f-4034-8f2d-bf54bb506ed4","00f9f522-a000-4746-9a48-113c3916a8b1","2025-11-14","award","Installation Notstromversorgung BHKW ARA Wasserschloss","Der Auftrag umfasst die Planung, Lieferung, Montage und Inbetriebnahme eines Blockheizkraftwerks (BHKW) im Container einschliesslich aller erforderlichen Komponenten und Systeme. Das BHKW verfügt über eine elektrische Nennleistung von 360 kW (max. 630 A). Die Aufstellung erfolgt als Kompaktlösung im Freien.","code; label","","","","","","CH","AG","Windisch","tender","open","construction","","","","","CHF 599,717.20","Abwasserverband Wasserschloss Brugg (Holinger AG)"
"7a87ee90-1cad-48ab-9e6b-5987288bc613","b5ab91f8-00be-4072-a14c-a423742cb858","2025-11-14","abandonment","IWB, Rohrleitungsplanung und -bau Wärmerückgewinnung","","","","","","","","CH","BS","Basel","tender","open","","","","","","","IWB Industrielle Werke Basel"
"1f4634d5-1650-40ca-8cf5-9c8df8d32bc4","c3f1643a-66c9-4338-b649-2bbf85392e5c","2025-11-14","award","Réfection de la route de Chermoran à Bluche, sur la RC no 47 Montana Village - Bluche, sur le territoire de la commune de Crans-Montana","Démolition d’enrobé bitumineux : 380 m3Excavation : 1000 m3Grave : 1200 m3Bordures : 520 m1Béton bitumineux : 775 to","code; label","","","","","","CH","VS","Crans-Montana","tender","open","construction","","","","","CHF 545,616.90","Département de la mobilité, du territoire et de l'environnement"
"50f3095c-e2ba-46f9-89ae-6e274ecb42cf","4394712a-3e09-46c7-bb4a-44e0866b667c","2025-11-14","tender","Umsetzung der neuen Webseiten Aarau und Baden mit einer Standardlösung","Die commIT führt im Auftrag der Städte Aarau und Baden die vorliegende Ausschreibung durch mit dem Ziel der Beschaffung einer gemeinsam genutzten (mandantenfähigen), modernen und zukunftsfähigen Content-Management-System (CMS)-Lösung (Standardlösung), welche die bestehenden Webauftritte der Städte Aarau und Baden (aarau.ch, baden.ch) sowie definierte Subportale und Fachseiten ablöst.Die Lösung soll auf einem gemeinsamen technischen Kern basieren, gleichzeitig jedoch die Eigenständigkeit der beiden Städte hinsichtlich Designs (CI/CD), Inhalte und Redaktionsprozesse gewährleisten.Der Beschaffungsgegenstand umfasst insbesondere:Lieferung, Konfiguration und Implementierung des mandantenfähigen CMSUmsetzung der zentralen Stadtwebseiten inkl. Subportale gemäss GrundauftragMigration bestehender InhalteErstellung von Fach- und Designkonzepten je StadtDurchführung von Schulungen für Key User, Redaktorinnen und RedaktorenBetrieb und Support der Lösung im SaaS-Modell (inkl. SLA mit commIT)Erweiterungs- und Entwicklungsmöglichkeiten durch definierte Optionen (zusätzliche Webseiten, Subportale, Module, Dienstleistungen)Die Lösung muss zukunftsoffen sein, um auch zukünftige Anforderung der Städte abbilden zu können.","code; label","","","","","","CH","AG","Aarau","tender","open","supply","","","2026-01-05T10:00:00+01:00","","","commIT"
"55f328fa-1244-4336-a6a5-6394bfad9ba5","4987bea9-1057-4567-9d82-e2510a186851","2025-11-14","award","ETH Zürich, HPZ, BKP 237 Gebäudeautomation, Ersatz GA/HLK Digitalkomponenten","Die ursprüngliche Lüftungsanlage des HPZ wurde durch die von Professor Leibundgut, Leiter des Instituts für Technologie in der Architektur an der ETH Zürich, selbst entwickelte LowEx-Technologie im Jahr 2010 ersetzt. Die LowEx-Technologie hatte das Ziel aufzuzeigen, dass auch ursprünglich schlechtisolierte Bauten ohne aufwändige Kernsanierung an heutige Ansprüche der Energieeffizienz angepasst werden können. Als Forschungsprojekt geplant, sind viele Bauteile dieser Anlage heute nicht mehr zu ersetzen.Infolgedessen können die dezentralen Lüftungsboxen an der Fassade nicht weiter betrieben werden. Das neu geplante Konzept sieht vor, dass die bestehenden HEPTA-Panels zukünftig für die Zuluft und Beheizung genutzt werden sollen, die Abluft allerdings neu über die umgebenden Korridore erfolgt. Hierfür wird ein neuer zentraler Lüftungsmonoblock in der Dachzentrale eingeplant und mit der bestehenden Wärmerückgewinnung verbunden. Die Raumheizung wird durch eine dezentrale AC-Umwälzpumpe und druckunabhängige Regelventile mit Stellantrieben ersetzt. In dieser Submission sind die Elektroinstallationen (BKP 237 Gebäudeautomation) für diesen Auftrag enthalten.","code; label","","","","","","CH","","","tender","invitation","construction","","","","","CHF 228,500.00","ETH Zürich - Abteilung Immobilien"
"d5491235-e0f1-4a53-9ee2-7c52e6b9c587","35048fcd-3e37-4120-816f-ae63c12c9bfb","2025-11-14","tender","Ersatzbeschaffung Turmwagen","Für den Unterhalt und die Wartung des Trolleybus-Oberleitungsnetzes von rund 50 Kilometer (Stand August 2025) auf dem Stadtgebiet Winterthur, wird ein neuer Turmwagen benötigt. Es wird ein umweltfreundliches Fahrzeug, mit einem innovativen Aufbau benötigt. Das Fahrzeug mit Elektro Antrieb ist gemäss Leistungsverzeichnis mit einer Arbeitsbühne (4.) und einem Werkstattaufbau (5.) ausgestattet. Der Turmwagen entspricht der Verordnung über die technischen Anforderungen an Strassenfahrzeuge VTS 741.41 (neuste Version) und wird vom Strassenverkehrsamt des Kantons Zürich als Lastwagen zugelassen.Bei Störungen, Reparaturen oder Unterhalt ist ein Servicestützpunkt im Umkreisvon 150 Kilometer vorhanden.Mitarbeitende aus dem Fahrleitungsteam und der Werkstatt werden vom Hersteller / Fahrzeugbauer angemessen am Lieferort über Bedienung und Wartung des gelieferten Fahrzeuges geschult. Wird eine weitere Schulung im ersten Einsatzjahr benötigt, wird diese kostenlos durch den Hersteller/Fahrzeugbauer gewährleistet.","code; label","","","","","","CH","ZH","Winterthur","tender","open","supply","","","2026-02-06T16:00:00+01:00","","","Stadtbus Winterthur"
"58408fd6-78ee-4b7f-9507-9bc642778e4d","4fd079c0-9222-4a14-9713-4fdbddcb417f","2025-11-14","tender","BAV 22398 Wohnsiedlung Salzweg - BKP 215.2 Fassadenbau","ErsatzneubauBKP 215.2 Fassadenbau","code; label","","","","","","CH","","","tender","open","construction","","","2026-01-15T16:00:00+01:00","","","HBD - Amt für Hochbauten (AHB)"
"dd123000-7618-4224-8b54-8bb10fc2d3f7","0d32a92e-5648-4393-9b9d-b80e11165aba","2025-11-14","abandonment","HUG - Bâtiment 8D & 8C Remplacement Collecteur Eaux Usées","","","","","","","","CH","","","tender","open","","","","","","","Centrale d'achats et d'ingénierie biomédicale Vaud-Genève (CAIB)"
"ab02ea3b-f5d7-4dae-922e-18ea5c72bf87","2bb3071f-4c52-4c39-be31-71eea9a4a41a","2025-11-14","tender","IDA VACALLO - Rinnovo e ammodernamento trattamento acque e realizzazione trattamento microinquinanti - Opere di rivestimento e risanamento vasche - Lotto A","Il presente appalto riguarda le opere di rivestimento e risanamento delle vasche di sedimentazione primaria e delle vasche dell'edificio biofiltrazione.Lo stesso si inserisce nell’ambito del progetto di ammodernamento e di rinnovo dell’impianto di depurazione delle acque (IDA) di Vacallo, di cui è mandante il Consorzio di depurazione delle acque Chiasso e dintorni (CDACD).Il progetto nasce a seguito dell’esigenza di implementazione di nuove tecnologie di depurazione (biofiltrazione e trattamento di rimozione microinquinanti mediante filtrazione su GAC, ecc.), l'attuale impianto dovrà quindi essere esteso.L’ ampliamento è concepito in modo da mantenere attivi gli impianti esistenti nella fase transitoria di costruzione dell'impianto di biofiltrazione, garantendo la qualità dell’effluente.&nbsp;","code; label","","","","","","CH","TI","Vacallo","tender","open","construction","","","2025-12-12T15:00:00+01:00","","","CDACD Consorzio Depurazione Acque Chiasso e Dintorni"
"c51ca3d6-8d67-4666-8397-780a0048df12","fdb246d6-492c-4147-a9ab-6c2a99e99122","2025-11-14","tender","BZU Los K Generalplaner Bahnhof Deitingen, Wangen an der Aare und Wangen bei Olten- inkl. BIM","Zur Erfüllung des Behindertengleichstellungsgesetzes müssten sämtliche Bahnhöfe der Schweiz behindertengerecht sein. Im Rahmen des Programms Umsetzung Bahnzugang 2023, im Folgenden «BZU23» genannt, werden alle Bahnhöfe auf Handlungsbedarf bezüglich Sicherheit, Barrierefreiheit und Kapazität überprüft.Für die anzupassenden Bahnhöfe Deitingen, Wangen bei Olten und Wangen an der Aare wurden Konzeptstudien erarbeitet sowie die Grobkosten geschätzt.Die Umsetzung wird in einem Programm bei Infrastruktur geführt, damit das grosse Volumen schweizweit standardisiert umgesetzt werden kann.Im Zuge der Qualitätssicherung, Sicherheitsvorgaben, Gesamtkosten, Life Cycle Überlegungen und Aufwärtskompatibilität wurde der Projektbereich aufgeweitet. Somit wurden weitere Massnahmen geprüft. Diesbezüglich hat sich herausgestellt, dass im Zuge des BehiG-Projekts diverse Substanzerhaltungsmassnahmen sinnvollerweise mit durchgeführt werden können, beispielsweise einzelne Fahrbahnerneuerungen, Perronmöblierungen und Stromanschlüsse. Diese fallen nun auch unter das Projekt BZU 23 – Los K.Detaillierter Projektbeschrieb gemässAusschreibungsunterlagen B1_Projekt- und Leistungsbeschrieb","code; label","","","","","","CH","","","tender","open","service","","","2026-01-16T15:00:00+01:00","","","Schweizerische Bundesbahnen SBB, Infrastruktur - Einkauf, Supply Chain und Produktion, Einkauf Bau Standort Bern"
"be8f7506-4131-47c0-ad9d-f502217278e6","2a901595-2c1e-4e9f-ac73-e939c5fa21d1","2025-11-14","tender","Signau, Instandsetzung Holzbrücke Schüpbach (IO 42001), Baumeisterarbeiten","Das Tragwerk der historischen und geschützten Holzbrücke in Schüpbach ist durch den Strassenverkehr und den draus resultierenden Wassereintrag stark beschädigt. Um den Erhalt der Brücke langfristig sicherzustellen, wird diese saniert. Unter anderem wird die Fahrbahnplatte im Verbund abgedichtet und neue Fahrbahnübergänge eingebaut. Die Holzbauarbeiten sind nicht Gegenstand dieses Auftrages.","code; label","","","","","","CH","BE","Signau","tender","open","construction","ZK 1 Angebotspreis [30%, Preis]; ZK 2 Fachkompetenz Schlüsselpersonen [20%]; ZK 3 Auftragsanalyse [30%]; ZK 4 Bauprogramm, Ressourcenplanung, Organisation [20%]","EK 1 Fachkompetenz des Anbieters; EK 2 Leistungsfähigkeit des Anbieters; EK 3 Qualitätsmanagement des Anbieters","2026-01-11T23:59:00+01:00","","","Tiefbauamt des Kantons Bern"
"c893301d-e751-4669-be91-09354627ae13","3ca02316-833e-40ee-978c-6c34c61de503","2025-11-14","tender","Bern, Schänzlihalde 31, Gesamtsanierung, BKP 281 Bodenbeläge aus Linoleum","Beläge aus Linoleum (rund 5'200 m2), Sockelleisten aus Aluminium (rund 2'800 m)&nbsp;","code; label","","","","","","CH","BE","Bern","tender","open","construction","ZK 1 - Preis [100%, Preis]","EK 1 - Referenzprojekt; EK 2 - Personelle Ressourcen; EK 3 - Jahresumsatz; EK 4 - Selbstdeklaration; EK 5 - Betriebshaftpflichtversicherung; EK 6 - Sicherheitsleistung","2026-01-06T23:59:00+01:00","","","Amt für Grundstücke und Gebäude des Kantons Bern (AGG)"
"84e2e8e6-d99f-4763-a70d-95b9e5f10bdf","e133c671-52a8-462a-8083-344e373ad1a3","2025-11-14","tender","Ausschreibung Erweiterung und Sanierung Schulanlage Umiken (BKP 221 Fenster)","Baubeschrieb – Schulhaus UmikenAm südlichen Rand von Umiken entsteht ein neues Schulareal, das den Übergang von der dörflichen Bebauung zur offenen Landschaft markiert. Das bestehende Schulhaus wird durch einen Neubau erweitert. Die neue Setzung definiert drei klar gegliederte Aussenräume – Pausenhof, Schachenterrasse und Schulgarten – und verleiht dem Schulareal eine neue räumliche Struktur.Bauablauf in zwei Etappen:Etappe 1: Rückbau der bestehenden Heizungsanlage in der Turnhalle und Einbau einer neuen Holzschnitzelheizung mit Schnitzellager im Sockelgeschoss. Parallel erfolgt die Realisierung des Schulpavillons in Holz-Mischbauweise sowie die Umgebungsgestaltung.Etappe 2: Sanierung und technische Ertüchtigung des bestehenden Schulhauses.Neubau: wandelbares GefässDas Schulhaus ist ein dreigeschossiger Pavillon in Holzbauweise mit modularer Struktur. Auf klassische Korridore wird verzichtet; stattdessen verbindet eine zentrale Halle die Unterrichtsräume auf jeder Etage. Die offene, feingliedrige Architektur schafft Raum für vielfältige Lern- und Begegnungsformen und stärkt die Aneignung durch die Nutzer*innen.Tragwerk und BauweiseDas Tragwerk kombiniert Holz und Beton in einer durchdachten Mischbauweise. Fünf Kreuzstützen und zwei Wandscheiben sorgen für horizontale Aussteifung. Die Wilma-Verbunddeckensysteme sind statisch optimiert. Ein hoher Vorfertigungsgrad garantiert Präzision und kurze Bauzeiten.Bestand: ressourcenschonende IntegrationDas bestehende Dorfschulhaus bleibt weitgehend unverändert. Die solide Betonstruktur von 1923 wird durch einen neuen Liftkern ergänzt und erfüllt damit die Erdbebensicherheit. Die gut belichteten Räume werden weiterhin für Unterricht, Betreuung und Musik genutzt.Raumklima und NachhaltigkeitDie Gebäude kommen mit minimaler Haustechnik aus. Belüftet wird natürlich über Fenster und Lüftungsflügel – eine bewusste Abkehr von mechanischen Systemen. Nachtauskühlung, Fassadenbegrünung und ein wirksamer Sonnenschutz sorgen für ein angenehmes Raumklima. Eine PV-Anlage auf dem Dach liefert Strom.Technik und EnergieIm Neubau sorgen zentrale Steigzonen und Vorsatzschalen für eine klare technische Struktur. Die Wärmeversorgung erfolgt über eine Holzschnitzelheizung im Sockelgeschoss der bestehenden Turnhalle. Die alte Leitungsführungen im Altbau bleiben weitgehend bestehen.&nbsp;","code; label","","","","","","CH","AG","Umiken","tender","open","construction","","","2025-12-08T23:59:00+01:00","","","Stadt Brugg"
"3a2c77e1-4853-41a1-8121-9ba32580d174","f9c1cc7b-b9c6-4264-af18-693646defe51","2025-11-14","request_for_information","Betriebsschränke","Bei der SBB AG besteht der Bedarf von Gefahrenstoffschränken sowie -containern und Akkuladeschränke sowie -containern in unterschiedlichsten Ausprägungen, welche an verschiedenen Standorten (z. B. Werkstätten, Unterstationen, Depots) und unterschiedlichen Divisionen (Produktion Personenverkehr, Infrastruktur, Cargo) benötigt werden.Die SBB AG bezweckt die Beschaffung der Betriebsschränke nach BöB/VöB durchzuführen und wird somit auf www.simap.ch publiziert. Zielsetzung der nachfolgenden Beschaffung ist ein Rahmenvertrag über 5 Jahre.","code; label","","","","","","","","","request_for_information","no_process","","","","2025-12-01T12:00:00+01:00","","","Schweizerische Bundesbahnen SBB, Konzerneinkauf Verbrauchsgüter"
"8fa454cf-844d-4e63-ba11-ad5496324712","702763fe-098f-432b-b57b-95d7c407165c","2025-11-14","direct_award","N01.12 MP-140017 Jct. Vernier Sud Canada - Prestations de BAMO pour la phase GP et AP - ID 11640","Leistungen von Büro zur Unterstützung des Bauherrn für die GP- und AP-Phase","code; label","","","","","","","","","tender","direct","service","","","","","CHF 910,860.35","Office fédéral des routes OFROU, Division Infrastructure routière Ouest, filiale Estavayer-le-Lac"
"527d4dfb-aba6-4b08-8cbe-db564f36b2c5","9d8ad78d-fb83-4b2f-8fad-183f5afe662f","2025-11-14","tender","BKP 224 Flachdacharbeiten","Für den Neubau der Dreifachturnhalle Birmensdorf–Aesch sind umfassende Bedachungs-, Spengler- und Blitzschutzarbeiten auszuführen. Der Leistungsumfang umfasst die Erstellung der kompletten Dachabdichtung inklusive Wärmedämmung, sämtliche Spenglerarbeiten, Ablauf- und Anschlussteile aus Metall sowie die Installation einer normgerechten äusseren Blitzschutzanlage. Alle Arbeiten sind nach aktuellen technischen Normen, unter Berücksichtigung der Gebäudearchitektur und in Koordination mit den weiteren Gewerken auszuführen.","code; label","","","","","","CH","ZH","Birmensdorf","tender","open","construction","","","2026-01-20T14:00:00+01:00","","","Sekundarschule Birmensdorf-Aesch"
"218051f5-398e-4d14-a4b5-9224d0d12f21","d49fb7a0-7990-4541-aea0-057cbb67cfad","2025-11-14","tender","Klärschlamm-Transportdienstleistungen","Transport von entwässertem Klärschlamm ab ARA Hard, Winterthur zur Klärschlammverwertung (KSV) Werdhölzli, Zürich.","code; label","","","","","","CH","ZH","Winterthur","tender","open","service","","","2026-01-09T12:00:00+01:00","","","Stadt Winterthur, Departement Technische Betriebe Stadtwerk Winterthur, Finanzen und Dienste"
"9462d496-914d-4e80-8b2b-00c863abae37","9c8f98cb-f199-43dd-9a96-f9921b1a88f6","2025-11-14","tender","Sanierung Mattastrasse","Grabenaushub: 800 m³Trasseaushub: 530 m³Fundationsschicht: 580 m³Belagsarbeiten: 335 tKanalisations- und Meteorleitungen: 290 mKabelschutzrohre: 1250 m","code; label","","","","","","CH","","","tender","open","construction","ZK 1 [20%]; ZK 2 [20%]; ZK 3 [10%]; ZK 4 [50%, Preis]","","2025-12-12T23:59:00+01:00","","","Gemeinde Davos, Tiefbauamt"
"8501df13-d000-44e8-b67a-44ac2bd5416b","ab0b9e7a-60bf-4fab-bef1-979bfbeaacf3","2025-11-14","tender","IWB, TBA Ingenieurdienstleistung Hirzbodenweg Süd MP 3418","Die Industriellen Werke Basel (IWB) und das Tiefbauamt Kanton Basel-Stadt planen Arbeiten im Hirzbodenweg. Seitens IWB müssen diverse Leitungen Gas/Wasser/Elektrizität (G/W/E) erneuert und saniert werden. Es werden neue Fernwärmeleitungen (FW) im Kunststoffmantelrohr (KMR) verlegt. Nach Abschluss der Arbeiten durch IWB werden die Strassenbeläge erneuert, ersetzt und instandgestellt und es folgt die Umgestaltung der Umgebung.Der Perimeter des vorliegenden Projektes umfasst folgende Strassenabschnitte:·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Hirzbodenweg zwischen Abschnitt Hardstrasse und EngelgasseGegenstand der Beschaffung ist ein Dienstleistungsauftrag. Im Rahmen des ausgeschriebenen Mandates sind die phasenunabhängige Gesamtleitung und die folgenden Teilphasen, gemäss Art. 4 Ordnung SIA 103/2020 zu erbringen:·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Teilphase 32		Bauprojekt·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Teilphase 34		Bewilligungsverfahren: Baugenehmigungen·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Teilphase 41		Ausschreibung, Offertvergleich, Vergabeantrag·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Teilphase 51		Ausführungsprojekt·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Teilphase 52		Ausführung·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Teilphase 53		Inbetriebnahme und Abschluss","code; label","","","","","","CH","BS","Basel","tender","open","service","ZK 1 Angebotspreis [80%, Preis]; ZK 2 Nachhaltigkeit - IntegrityNext [20%]","EK 1 Referenzen Unternehmung; EK 2 Referenzen Schlüsselpersonen","2025-12-12T09:00:00+01:00","","","IWB Industrielle Werke Basel"
"fcbcf18a-4522-4ad9-9a3f-e3b20ce763b6","98e4bd09-f220-4ba5-ba0d-9fe7a8576de5","2025-11-14","tender","BAV 40340 Gesundheit für das Alter Bachwiesen B und C (unter Vorbehalt der Kreditgenehmigung) - BKP 224 Bedachungsarbeiten","Instandsetzung Dach BeleuchtungBKP 224 Bedachungsarbeiten","code; label","","","","","","CH","","","tender","open","construction","","","2025-12-04T16:00:00+01:00","","","HBD - Amt für Hochbauten (AHB)"
"096166ab-9892-4987-9a23-466680c8ff9f","2ca1353a-cf80-4502-b20d-1318d9c684b6","2025-11-14","tender","BAV 40340 Gesundheit für das Alter Bachwiesen B und C (unter Vorbehalt der Kreditgenehmigung) - BKP 232 Starkstrominstallationen","Instandsetzung Dach BeleuchtungBKP 232 Starkstrominstallationen","code; label","","","","","","CH","","","tender","open","construction","","","2025-12-04T16:00:00+01:00","","","HBD - Amt für Hochbauten (AHB)"
"773291c1-0c0b-4e96-a62e-c9071fc02214","6cefef2b-cd10-433b-8425-c4741f435c8d","2025-11-14","tender","Bornes de recharge, Ville de Vernier","Infrastructure électrique pour l’approvisionnement énergétique de la flotte des véhicules de la Ville de Vernier","code; label","","","","","","CH","GE","Vernier","tender","open","construction","","","2026-01-16T17:00:00+01:00","","","Ville de Vernier"
"62a06a2e-263c-4c8a-9bbd-5a62436bc7cb","7144e4f3-c9a7-4e60-8da7-a39b0054c80b","2025-11-14","tender","L215 - MEC LHand Auvernier Littorail - Travaux principaux de génie civil","Travaux de génie civil relatifs à la mise en conformité selon la LHand de la gare d'Auvernier Littorail.Les travaux se déroulent dans la commune de Milvignes et comprennent notamment :- La démolition des installations actuelles- La construction et le démantèlement d'une gare provisoire pour la période des travaux principaux- Le dévoiement de réseaux de tiers- La réfection des quais aux normes LHand et des installations de quais- La construction d'un passage inférieur et ses rampes d'accès- La réfection de l'infrastructure ferroviaire- La réfection des réseaux à câbles- La mise aux normes des systèmes d'évacuation des eaux- La construction de fondations de ligne de contact et d'installations de sécurité- Le remplacement des clôtures et aménagements extérieurs","code; label","","","","","","CH","NE","Colombier","tender","open","construction","","","2026-01-30T16:30:00+01:00","","","Transports Publics Neuchâtelois SA"
"d8e31fec-f882-47e9-8e80-f1f406bc3332","1ebe38b1-461d-478f-a2cb-24589e4fa920","2025-11-14","tender","SOMA K15 Herdern - Eschenz","Die Bauarbeiten beinhalten Belagsarbeiten (Aufzählung nicht abschliessend).","code; label","","","","","","CH","","","tender","open","construction","","","2025-12-12T10:00:00+01:00","","","Kanton Thurgau, Kantonales Tiefbauamt"
"61fa7635-75ec-4ae5-8789-146fc03d0ab8","290aeb1a-d361-4e5b-978f-391bd403ec02","2025-11-14","tender","L215 - MEC LHand Auvernier Littorail - Travaux principaux de superstructure ferroviaire","Travaux de voie ferrée relatifs à &nbsp;la mise en conformité selon la LHand de la gare d'Auvernier Littorail.Les travaux se déroulent dans la commune de Milvignes et comprennent notamment :- La dépose des installations existantes- La construction et le démantèlement d'une gare provisoire pour la période des travaux principaux- La réfection de la superstructure ferroviaire (y compris soudures, bourrages, meulage et neutralisation)- La pose de caniveaux à câbles- La réfection des banquettes","code; label","","","","","","CH","NE","Colombier","tender","open","construction","","","2026-01-30T16:30:00+01:00","","","Transports Publics Neuchâtelois SA"
"e4169cbe-4121-4a35-8c0f-0ac449e0a829","37befb7e-070a-45af-9b87-d776f4792d52","2025-11-14","tender","UNIL ¦ Université de Lausanne - Fourniture d'énergie électrique 2028-2030","Fourniture d'électricité pour le site du Campus de Dorigny et les bâtiments de l'UNIL sis rue du Bugnon à Lausanne pour la période du 1.1.2028 au 31.12.2030.","code; label","","","","","","CH","","","tender","open","supply","","","2025-12-15T12:00:00+01:00","","","UNIL ¦ UNIBAT - Domaine énergie et infrastructures"
"a4024c58-f809-41b2-93c1-3c8a0bcba241","4a9d0fd0-6d5b-4c0d-9bd3-6a2330189ee8","2025-11-14","tender","St. Jakobshalle Basel - Liftanlage, BKP 261 Aufzüge","Für Anlässen mit einem höheren Anteil an älteren, mobilitätseingeschränkten Personen soll eine zusätzliche Liftanlage bei der Haupttreppe die Personen direkter und schneller ins Foyer im 1.OG bzw. zu den jeweiligen Hallen befördern und so mögliche Kapazitätsengpässe des bestehenden Lifts in diesem zentralen Bereich abfedern, während gleichzeitig ein redundanter Betrieb sichergestellt wird.Gleichstellung, Diversität und Inklusion werden so sichergestellt und explizit gefördert.","code; label","","","","","","CH","BS","Münchenstein","tender","open","construction","","","2025-12-17T12:00:00+01:00","","","Bau- und Verkehrsdepartement des Kantons Basel-Stadt, Kantonale Fachstelle für öffentliche Beschaffungen (KFöB)"
"b81de946-e6ce-478c-8bf1-5fc2682891d1","9d722adb-0ca3-4f21-ace7-bbb8cba091f1","2025-11-14","direct_award","CSAL Wiley Journals 2025-2027","Read &amp; Publish Agreement für Wiley Journals für die Jahre 2025-2027","code; label","","","","","","","","","tender","direct","service","","","","","EUR 17,246,599.00","Konsortium der Schweizer Hochschulbibliotheken c/o SLSP AG"
"5cac0a2b-d3bf-43ef-a813-848101b6ebd9","542c2a00-e05a-44ab-93d8-6c045cccf997","2025-11-14","tender","Adliswil, ÜF Albisrampe 131-012, Albisstrasse, Planerleistungen, ZW/CS","Erstellen eines Überprüfungsprojekts mit Massnahmenempfehlung auf Basis von umfangreichen Zustandsuntersuchungen (detaillierte Überprüfung und Massnahmenempfehlung)","code; label","","","","","","CH","ZH","Adliswil","tender","open","service","","","2026-01-07T09:00:00+01:00","","","Baudirektion Kanton Zürich, Tiefbauamt, Abt. Projektieren und Realisieren"
"48528571-702f-4296-b1de-f40aeb5c0906","34af8843-639f-4f3a-b56e-989f5f6eba0a","2025-11-14","tender","I / 371 Ausbau Schuttwald, Goldau","Baumeisterarbeiten unter Verkehr ausserorts beinhaltend: Strassen Unter- und Oberbau, Belag, Entwässerung, Neubau von 2 Bachdurchlässen, Berg- und talseitige Stützmauern.Hauptkubaturen:Aushub ca. 20’000 m³ festKiessand ca. 2'600 m³ loseBeton ca. 1'050 m³Schalung ca. 3’000 m²Bewehrung ca. 110 tRandabschlüsse ca. 200 m’Strassenentwässerung ca. 800 m’Spritzbetonwände ca. 1'900 m² Mikropfähle ca. 80 StückUngespannte Anker ca. 850 Stück (permanent und temporär)Bruchsteinmauer ca. 1’350 m²Belag ca. 2'900 t","code; label","","","","","","CH","SZ","Goldau","tender","open","construction","ZK 1: Preis [50%, Preis]; ZK 2: Qualität/Referenz [30%]; ZK 3: Technischer Bericht [20%]","EK 1: QM-Anforderungen; EK 2: Firmenreferenz (Unternehmung / ARGE); EK 3: Schlüsselpersonen","2026-01-16T23:59:00+01:00","","","Tiefbauamt Kanton Schwyz"
"020d22cf-d659-40c6-98c6-0d13cd0e0444","353edf5b-0d61-4b25-bce6-1d9fd09d3337","2025-11-14","tender","Couverture - étanchéité","Cet appel d’offres porte sur les travaux de ​couverture, d’étanchéité et de ferblanterie​ de l’extension et transformation du dépôt des bus à Renens. Le projet est divisé en plusieurs parties : extension dépôt (4800 m2), extension conducteurs (230 m2), rampe (1100 m2), atelier existant (7150 m2).&nbsp;","code; label","","","","","","CH","VD","Renens","tender","open","construction","","","2026-01-14T12:00:00+01:00","","","Transports publics de la région lausannoise SA - Ferrari Architectes"
"d4551664-466b-45e0-95a4-4ba3ea49cad9","0df43113-250e-4f9a-95e9-4c9d233ddac4","2025-11-14","tender","Bergstrasse, 8330 Pfäffikon ZH","Sanierung der Bergstrasse in Päffikon ZH von der Wallikerstrasse bis zur Bodenackerstrasse. Ersatz Abschlüsse und Beläge. Neubau Wasserleitung und EW Trassee. Die Arbeiten erfolgen in 4 Etappen. Der jeweils betroffene Bauabschnitt wird während der Arbeiten für den Durchgangsverkehr gesperrt. Ausserhalb der Arbeitszeiten ist die Zufahrt zu den Liegenschaften gewährleistet","code; label","","","","","","CH","ZH","Pfäffikon","tender","open","construction","","","2025-12-17T10:00:00+01:00","","","Gemeindewerke Pfäffikon"
